caldt,vwretd,tbill
20120418,-0.003952,2
20120419,-0.005824,1.98
20120420,0.00137,1.99
20120423,-0.008769,1.96
20120424,0.003327,2
20120425,0.013675,2.01
20120426,0.007023,1.98
20120427,0.002703,1.96
20120430,-0.003841,1.95
20120501,0.005573,1.98
20120502,-0.002329,1.96
20120503,-0.00757,1.96
20120504,-0.016202,1.91
20120507,0.000175,1.92
20120508,-0.004166,1.88
20120509,-0.006242,1.87
20120510,0.002691,1.89
20120511,-0.003215,1.84
20120514,-0.011019,1.78
20120515,-0.005451,1.76
20120516,-0.004271,1.76
20120517,-0.014673,1.7
20120518,-0.007276,1.71
20120521,0.016123,1.75
20120522,0.000573,1.79
20120523,0.001839,1.73
20120524,0.001519,1.77
20120525,-0.00208,1.75
20120529,0.011299,1.74
20120530,-0.014079,1.63
20120531,-0.002107,1.59
20120601,-0.024708,1.47
20120604,0.000295,1.53
20120605,0.005835,1.57
20120606,0.023073,1.66
20120607,0.000014,1.66
20120608,0.008371,1.65
20120611,-0.012739,1.6
20120612,0.011654,1.67
20120613,-0.006675,1.61
20120614,0.01073,1.64
20120615,0.010421,1.6
20120618,0.001494,1.59
20120619,0.009845,1.64
20120620,-0.001449,1.65
20120621,-0.02209,1.63
20120622,0.00708,1.69
20120625,-0.015577,1.63
20120626,0.004758,1.66
20120627,0.008995,1.65
20120628,-0.002167,1.6
20120629,0.025165,1.67
20120702,0.002405,1.61
20120703,0.006713,1.65
20120705,-0.004557,1.62
20120706,-0.009039,1.57
20120709,-0.001629,1.53
20120710,-0.008019,1.53
20120711,-0.00002,1.54
20120712,-0.00503,1.5
20120713,0.016617,1.52
20120716,-0.002319,1.5
20120717,0.007375,1.53
20120718,0.006779,1.52
20120719,0.002712,1.54
20120720,-0.009819,1.49
20120723,-0.009045,1.47
20120724,-0.009039,1.44
20120725,-0.000342,1.43
20120726,0.016661,1.45
20120727,0.019238,1.58
20120730,-0.000306,1.53
20120731,-0.004437,1.51
20120801,-0.003073,1.56
20120802,-0.007161,1.51
20120803,0.019034,1.6
20120806,0.002376,1.59
20120807,0.005174,1.66
20120808,0.001014,1.68
20120809,0.000757,1.69
20120810,0.002143,1.65
20120813,-0.001029,1.65
20120814,0.000231,1.73
20120815,0.001656,1.8
20120816,0.006944,1.83
20120817,0.00186,1.81
20120820,-0.000025,1.82
20120821,-0.003603,1.8
20120822,0.00025,1.71
20120823,-0.007941,1.68
20120824,0.006713,1.68
20120827,-0.000408,1.65
20120828,-0.000706,1.64
20120829,0.001133,1.66
20120830,-0.007663,1.63
20120831,0.005188,1.57
20120904,-0.000936,1.59
20120905,-0.000866,1.6
20120906,0.02038,1.68
20120907,0.00401,1.67
20120910,-0.006136,1.68
20120911,0.003175,1.7
20120912,0.002337,1.77
20120913,0.016295,1.75
20120914,0.004019,1.88
20120917,-0.003166,1.85
20120918,-0.001285,1.82
20120919,0.00121,1.79
20120920,-0.00045,1.8
20120921,-0.000179,1.77
20120924,-0.002032,1.74
20120925,-0.010525,1.7
20120926,-0.005536,1.64
20120927,0.009581,1.66
20120928,-0.004484,1.65
20121001,0.002764,1.64
20121002,0.000982,1.64
20121003,0.003885,1.64
20121004,0.00725,1.7
20121005,-0.000007,1.75
20121008,-0.003299,1.64
20121009,-0.009926,1.74
20121010,-0.005926,1.72
20121011,0.000421,1.7
20121012,-0.002788,1.69
20121015,0.008097,1.7
20121016,0.010141,1.75
20121017,0.004166,1.83
20121018,-0.00245,1.86
20121019,-0.01652,1.79
20121022,0.000409,1.83
20121023,-0.014309,1.79
20121024,-0.003034,1.8
20121025,0.002777,1.86
20121026,-0.000458,1.78
20121031,0.000391,1.72
20121101,0.010576,1.75
20121102,-0.009219,1.75
20121105,0.002231,1.72
20121106,0.008003,1.78
20121107,-0.022644,1.68
20121108,-0.012236,1.62
20121109,0.001589,1.61
20121112,0.000099,1.68
20121113,-0.003716,1.59
20121114,-0.013501,1.59
20121115,-0.001847,1.58
20121116,0.004933,1.58
20121119,0.019683,1.61
20121120,0.000789,1.66
20121121,0.002384,1.69
20121123,0.013213,1.7
20121126,-0.002008,1.66
20121127,-0.005096,1.64
20121128,0.008316,1.63
20121129,0.004408,1.62
20121130,0.000344,1.62
20121203,-0.004831,1.63
20121204,-0.00152,1.62
20121205,0.001923,1.6
20121206,0.003442,1.59
20121207,0.003084,1.64
20121210,0.00038,1.63
20121211,0.006462,1.66
20121212,0.000242,1.72
20121213,-0.005975,1.74
20121214,-0.003964,1.72
20121217,0.011723,1.78
20121218,0.011496,1.84
20121219,-0.007328,1.82
20121220,0.005499,1.81
20121221,-0.009196,1.77
20121224,-0.002297,1.79
20121226,-0.004901,1.77
20121227,-0.001007,1.74
20121228,-0.010917,1.73
20121231,0.016572,1.78
20130102,0.025611,1.86
20130103,-0.002199,1.92
20130104,0.004998,1.93
20130107,-0.003084,1.92
20130108,-0.002897,1.89
20130109,0.002726,1.88
20130110,0.007413,1.91
20130111,0.000174,1.89
20130114,-0.000932,1.89
20130115,0.001299,1.86
20130116,0.000271,1.84
20130117,0.005619,1.89
20130118,0.00351,1.87
20130122,0.004398,1.86
20130123,0.001432,1.86
20130124,0.000273,1.88
20130125,0.005407,1.98
20130128,-0.001824,2
20130129,0.004958,2.03
20130130,-0.003316,2.03
20130131,-0.002475,2.02
20130201,0.010003,2.04
20130204,-0.011541,2
20130205,0.010499,2.04
20130206,0.000737,2
20130207,-0.001367,1.99
20130208,0.005602,1.99
20130211,-0.00057,1.99
20130212,0.001607,2.02
20130213,0.001055,2.05
20130214,0.00065,2
20130215,-0.00119,2.01
20130219,0.007348,2.03
20130220,-0.012237,2.02
20130221,-0.005934,1.99
20130222,0.008917,1.97
20130225,-0.018226,1.88
20130226,0.00626,1.88
20130227,0.012895,1.91
20130228,-0.000953,1.89
20130301,0.002466,1.86
20130304,0.004884,1.88
20130305,0.009513,1.9
20130306,0.00135,1.95
20130307,0.001911,2
20130308,0.004463,2.06
20130311,0.003298,2.07
20130312,-0.002195,2.03
20130313,0.001664,2.04
20130314,0.005496,2.04
20130315,-0.001658,2.01
20130318,-0.005454,1.96
20130319,-0.00236,1.92
20130320,0.006788,1.96
20130321,-0.008486,1.95
20130322,0.007151,1.93
20130325,-0.00332,1.93
20130326,0.008095,1.92
20130327,-0.000461,1.87
20130328,0.004015,1.87
20130401,-0.004271,1.86
20130402,0.005018,1.88
20130403,-0.010349,1.83
20130404,0.004128,1.78
20130405,-0.004222,1.72
20130408,0.006677,1.76
20130409,0.003805,1.78
20130410,0.012105,1.84
20130411,0.003536,1.82
20130412,-0.002725,1.75
20130415,-0.022745,1.72
20130416,0.014195,1.75
20130417,-0.014184,1.73
20130418,-0.006677,1.72
20130419,0.008839,1.73
20130422,0.004653,1.72
20130423,0.010427,1.74
20130424,0.000123,1.73
20130425,0.0042,1.74
20130426,-0.001881,1.7
20130429,0.0071,1.7
20130430,0.002534,1.7
20130501,-0.009213,1.66
20130502,0.009456,1.66
20130503,0.010695,1.78
20130506,0.001785,1.8
20130507,0.005245,1.82
20130508,0.004475,1.81
20130509,-0.003264,1.81
20130510,0.004434,1.9
20130513,0.000144,1.92
20130514,0.010441,1.96
20130515,0.005529,1.94
20130516,-0.004957,1.87
20130517,0.010277,1.95
20130520,-0.00068,1.97
20130521,0.001665,1.94
20130522,-0.008264,2.03
20130523,-0.002871,2.02
20130524,-0.000402,2.01
20130528,0.006402,2.15
20130529,-0.007039,2.13
20130530,0.003664,2.13
20130531,-0.014153,2.16
20130603,0.006028,2.13
20130604,-0.005431,2.14
20130605,-0.013435,2.1
20130606,0.008539,2.08
20130607,0.012915,2.17
20130610,-0.00031,2.22
20130611,-0.01023,2.2
20130612,-0.008146,2.25
20130613,0.014841,2.19
20130614,-0.005876,2.14
20130617,0.007613,2.19
20130618,0.007811,2.2
20130619,-0.013912,2.33
20130620,-0.024876,2.41
20130621,0.002351,2.52
20130624,-0.011854,2.57
20130625,0.009489,2.6
20130626,0.00984,2.55
20130627,0.006371,2.49
20130628,-0.004367,2.52
20130701,0.005481,2.5
20130702,-0.000412,2.48
20130703,0.000831,2.52
20130705,0.010113,2.73
20130708,0.005695,2.65
20130709,0.007262,2.65
20130710,0.000236,2.7
20130711,0.013691,2.6
20130712,0.003009,2.61
20130715,0.001522,2.57
20130716,-0.003745,2.55
20130717,0.00283,2.52
20130718,0.005012,2.56
20130719,0.001503,2.5
20130722,0.002035,2.5
20130723,-0.00175,2.53
20130724,-0.003726,2.61
20130725,0.0025,2.61
20130726,0.000813,2.58
20130729,-0.003651,2.61
20130730,0.000527,2.63
20130731,-0.000104,2.6
20130801,0.012504,2.74
20130802,0.001666,2.63
20130805,-0.001412,2.67
20130806,-0.005701,2.67
20130807,-0.003545,2.61
20130808,0.004056,2.58
20130809,-0.003307,2.57
20130812,-0.001138,2.61
20130813,0.002888,2.71
20130814,-0.004962,2.71
20130815,-0.014269,2.77
20130816,-0.003337,2.84
20130819,-0.005888,2.88
20130820,0.00387,2.82
20130821,-0.005602,2.87
20130822,0.008594,2.9
20130823,0.004166,2.82
20130826,-0.00402,2.79
20130827,-0.015764,2.72
20130828,0.002691,2.78
20130829,0.002221,2.75
20130830,-0.002944,2.78
20130903,0.004108,2.86
20130904,0.008289,2.9
20130905,0.001261,2.98
20130906,0.000194,2.94
20130909,0.010143,2.9
20130910,0.007445,2.96
20130911,0.003132,2.93
20130912,-0.003057,2.92
20130913,0.002824,2.9
20130916,0.005725,2.88
20130917,0.004337,2.86
20130918,0.012281,2.69
20130919,-0.001649,2.76
20130920,-0.00718,2.75
20130923,-0.004703,2.72
20130924,-0.002512,2.67
20130925,-0.002836,2.63
20130926,0.003647,2.66
20130927,-0.004064,2.64
20130930,-0.006004,2.64
20131001,0.007948,2.66
20131002,-0.000453,2.63
20131003,-0.008983,2.62
20131004,0.006997,2.66
20131007,-0.008653,2.65
20131008,-0.011835,2.66
20131009,0.000665,2.68
20131010,0.021999,2.71
20131011,0.006247,2.7
20131014,0.004028,2.68
20131015,-0.007049,2.75
20131016,0.013931,2.69
20131017,0.006748,2.61
20131018,0.006599,2.6
20131021,0.000049,2.63
20131022,0.005811,2.54
20131023,-0.004769,2.51
20131024,0.003382,2.53
20131025,0.004538,2.53
20131028,0.001408,2.54
20131029,0.005638,2.53
20131030,-0.004725,2.55
20131031,-0.003629,2.57
20131101,0.002812,2.65
20131104,0.003611,2.63
20131105,-0.002643,2.69
20131106,0.004945,2.67
20131107,-0.013047,2.63
20131108,0.013383,2.77
20131111,0.000868,2.67
20131112,-0.00221,2.8
20131113,0.008407,2.75
20131114,0.005032,2.69
20131115,0.004164,2.71
20131118,-0.003615,2.67
20131119,-0.001941,2.71
20131120,-0.003578,2.8
20131121,0.008144,2.79
20131122,0.005076,2.75
20131125,-0.00113,2.74
20131126,0.000306,2.71
20131127,0.002796,2.74
20131129,-0.000704,2.75
20131202,-0.002526,2.81
20131203,-0.003192,2.79
20131204,-0.001071,2.84
20131205,-0.004448,2.88
20131206,0.011338,2.88
20131209,0.001871,2.86
20131210,-0.003295,2.81
20131211,-0.011122,2.86
20131212,-0.003588,2.89
20131213,-0.000063,2.88
20131216,0.006329,2.89
20131217,-0.003089,2.85
20131218,0.016609,2.89
20131219,-0.000494,2.94
20131220,0.005032,2.89
20131223,0.005333,2.94
20131224,0.003015,2.99
20131226,0.004784,3
20131227,-0.000212,3.02
20131230,-0.000111,2.99
20131231,0.003983,3.04
20140102,-0.008595,3
20140103,-0.000275,3.01
20140106,-0.002495,2.98
20140107,0.00609,2.96
20140108,0.000056,3.01
20140109,0.000369,2.97
20140110,0.002358,2.88
20140113,-0.012524,2.84
20140114,0.010866,2.88
20140115,0.005061,2.9
20140116,-0.001358,2.86
20140117,-0.003801,2.84
20140121,0.002788,2.85
20140122,0.000648,2.87
20140123,-0.008917,2.79
20140124,-0.020885,2.75
20140127,-0.004946,2.78
20140128,0.006288,2.77
20140129,-0.010172,2.69
20140130,0.011493,2.72
20140131,-0.00664,2.67
20140203,-0.022957,2.61
20140204,0.007695,2.64
20140205,-0.001722,2.7
20140206,0.012905,2.73
20140207,0.013283,2.71
20140210,0.001672,2.7
20140211,0.011133,2.75
20140212,0.00019,2.8
20140213,0.006053,2.73
20140214,0.004822,2.75
20140218,0.001301,2.71
20140219,-0.006349,2.73
20140220,0.006132,2.76
20140221,-0.001748,2.73
20140224,0.00627,2.75
20140225,-0.001301,2.7
20140226,0.000376,2.67
20140227,0.004977,2.65
20140228,0.002726,2.66
20140303,-0.007366,2.6
20140304,0.015324,2.7
20140305,0.000157,2.7
20140306,0.001736,2.74
20140307,0.00055,2.8
20140310,-0.000494,2.79
20140311,-0.005036,2.77
20140312,0.000613,2.73
20140313,-0.011595,2.66
20140314,-0.002778,2.65
20140317,0.009605,2.7
20140318,0.007293,2.68
20140319,-0.006192,2.78
20140320,0.006026,2.79
20140321,-0.002971,2.75
20140324,-0.004746,2.74
20140325,0.004416,2.75
20140326,-0.007022,2.71
20140327,-0.001715,2.69
20140328,0.004673,2.73
20140331,0.007985,2.73
20140401,0.007171,2.77
20140402,0.003009,2.82
20140403,-0.001183,2.8
20140404,-0.012602,2.74
20140407,-0.01067,2.71
20140408,0.004302,2.69
20140409,0.011019,2.71
20140410,-0.02101,2.65
20140411,-0.009449,2.63
20140414,0.00828,2.65
20140415,0.006704,2.64
20140416,0.010551,2.65
20140417,0.001345,2.73
20140421,0.00374,2.73
20140422,0.004064,2.73
20140423,-0.002149,2.7
20140424,0.001664,2.7
20140425,-0.008293,2.68
20140428,0.003239,2.7
20140429,0.004856,2.71
20140430,0.003123,2.67
20140501,-0.000047,2.63
20140502,-0.001378,2.6
20140505,0.001898,2.63
20140506,-0.008985,2.61
20140507,0.00596,2.62
20140508,-0.001097,2.61
20140509,0.001806,2.62
20140512,0.009899,2.66
20140513,0.000701,2.61
20140514,-0.004558,2.54
20140515,-0.009363,2.5
20140516,0.003727,2.52
20140519,0.003886,2.54
20140520,-0.006523,2.52
20140521,0.00826,2.54
20140522,0.00244,2.56
20140523,0.004329,2.54
20140527,0.005997,2.52
20140528,-0.001014,2.44
20140529,0.005499,2.45
20140530,0.00189,2.48
20140602,0.000832,2.54
20140603,-0.000387,2.6
20140604,0.002108,2.61
20140605,0.006645,2.59
20140606,0.004822,2.6
20140609,0.000962,2.62
20140610,-0.000262,2.64
20140611,-0.003447,2.65
20140612,-0.006838,2.58
20140613,0.003143,2.6
20140616,0.000825,2.61
20140617,0.002241,2.66
20140618,0.007848,2.61
20140619,0.001311,2.64
20140620,0.001691,2.63
20140623,-0.000019,2.63
20140624,-0.006352,2.59
20140625,0.004824,2.57
20140626,-0.001148,2.53
20140627,0.002066,2.54
20140630,-0.000311,2.53
20140701,0.006864,2.58
20140702,0.000656,2.64
20140703,0.005392,2.65
20140707,-0.003839,2.63
20140708,-0.006723,2.58
20140709,0.004662,2.57
20140710,-0.004144,2.55
20140711,0.001618,2.53
20140714,0.004856,2.55
20140715,-0.001933,2.56
20140716,0.004352,2.55
20140717,-0.011614,2.47
20140718,0.010239,2.5
20140721,-0.00226,2.49
20140722,0.004959,2.48
20140723,0.001767,2.48
20140724,0.000465,2.52
20140725,-0.004938,2.48
20140728,0.000228,2.5
20140729,-0.004486,2.47
20140730,0.000194,2.57
20140731,-0.019929,2.58
20140801,-0.002982,2.52
20140804,0.007143,2.51
20140805,-0.009499,2.49
20140806,0.000378,2.49
20140807,-0.005303,2.43
20140808,0.011524,2.44
20140811,0.002901,2.44
20140812,-0.001668,2.46
20140813,0.006939,2.43
20140814,0.00436,2.4
20140815,0.000085,2.34
20140818,0.008628,2.39
20140819,0.005292,2.4
20140820,0.002524,2.43
20140821,0.002979,2.41
20140822,-0.001758,2.4
20140825,0.004783,2.39
20140826,0.00109,2.39
20140827,0.000132,2.37
20140828,-0.001583,2.34
20140829,0.003363,2.35
20140902,-0.000439,2.42
20140903,-0.000566,2.41
20140904,-0.001383,2.45
20140905,0.005057,2.46
20140908,-0.002982,2.48
20140909,-0.006551,2.5
20140910,0.003676,2.54
20140911,0.001135,2.54
20140912,-0.00591,2.62
20140915,-0.000819,2.6
20140916,0.007541,2.6
20140917,0.001261,2.62
20140918,0.005027,2.63
20140919,-0.000442,2.59
20140922,-0.008037,2.57
20140923,-0.005735,2.54
20140924,0.007993,2.57
20140925,-0.016122,2.52
20140926,0.008738,2.54
20140929,-0.002507,2.5
20140930,-0.002648,2.52
20141001,-0.013082,2.42
20141002,0.000146,2.44
20141003,0.011167,2.45
20141006,-0.00149,2.43
20141007,-0.015091,2.36
20141008,0.017686,2.35
20141009,-0.020568,2.34
20141010,-0.011288,2.31
20141013,-0.016465,2.35
20141014,0.001633,2.21
20141015,-0.008095,2.15
20141016,0.000072,2.17
20141017,0.012737,2.22
20141020,0.009184,2.2
20141021,0.019483,2.23
20141022,-0.00709,2.25
20141023,0.01218,2.29
20141024,0.006866,2.29
20141027,-0.001469,2.27
20141028,0.011817,2.3
20141029,-0.001291,2.34
20141030,0.006384,2.32
20141031,0.011692,2.35
20141103,-0.000161,2.36
20141104,-0.002762,2.35
20141105,0.005923,2.36
20141106,0.004119,2.39
20141107,0.000677,2.32
20141110,0.003279,2.38
20141111,0.000677,2.36
20141112,-0.000444,2.37
20141113,0.000912,2.35
20141114,0.000423,2.32
20141117,0.000814,2.34
20141118,0.005303,2.32
20141119,-0.001267,2.36
20141120,0.001877,2.34
20141121,0.005325,2.31
20141124,0.002893,2.3
20141125,-0.00114,2.27
20141126,0.003037,2.24
20141128,-0.002131,2.18
20141201,-0.006999,2.22
20141202,0.006352,2.28
20141203,0.003846,2.29
20141204,-0.001108,2.25
20141205,0.001607,2.31
20141208,-0.007021,2.26
20141209,-0.000191,2.22
20141210,-0.016261,2.18
20141211,0.004852,2.19
20141212,-0.016058,2.1
20141215,-0.006143,2.12
20141216,-0.008611,2.07
20141217,0.020318,2.14
20141218,0.024296,2.22
20141219,0.004482,2.17
20141222,0.004086,2.17
20141223,0.001904,2.26
20141224,-0.000148,2.27
20141226,0.00331,2.25
20141229,0.000948,2.22
20141230,-0.004736,2.2
20141231,-0.010244,2.17
20150102,-0.000165,2.12
20150105,-0.018112,2.04
20150106,-0.008869,1.97
20150107,0.01211,1.96
20150108,0.01783,2.03
20150109,-0.0084,1.98
20150112,-0.00798,1.92
20150113,-0.00256,1.91
20150114,-0.005905,1.86
20150115,-0.009149,1.77
20150116,0.013317,1.83
20150120,0.001686,1.82
20150121,0.004874,1.87
20150122,0.015301,1.9
20150123,-0.005362,1.81
20150126,0.002496,1.83
20150127,-0.013292,1.83
20150128,-0.013339,1.73
20150129,0.009638,1.77
20150130,-0.012832,1.68
20150202,0.012851,1.68
20150203,0.014306,1.79
20150204,-0.003814,1.81
20150205,0.010546,1.83
20150206,-0.003109,1.95
20150209,-0.004306,1.96
20150210,0.010839,2.01
20150211,0.000206,2
20150212,0.009822,1.99
20150213,0.004082,2.02
20150217,0.001687,2.14
20150218,-0.000185,2.07
20150219,-0.000949,2.11
20150220,0.006179,2.13
20150223,-0.000248,2.06
20150224,0.002685,1.99
20150225,-0.000578,1.96
20150226,-0.001256,2.03
20150227,-0.002875,2
20150302,0.00627,2.08
20150303,-0.004584,2.12
20150304,-0.004182,2.12
20150305,0.001384,2.11
20150306,-0.014191,2.24
20150309,0.004038,2.2
20150310,-0.016802,2.14
20150311,-0.001821,2.11
20150312,0.012985,2.1
20150313,-0.005975,2.13
20150316,0.013627,2.1
20150317,-0.003348,2.06
20150318,0.012142,1.93
20150319,-0.00484,1.98
20150320,0.009114,1.93
20150323,-0.001711,1.92
20150324,-0.005943,1.88
20150325,-0.01465,1.93
20150326,-0.002283,2.01
20150327,0.002482,1.95
20150330,0.012275,1.96
20150331,-0.008564,1.94
20150401,-0.003964,1.87
20150402,0.003517,1.92
20150406,0.006606,1.92
20150407,-0.002077,1.89
20150408,0.003188,1.92
20150409,0.004435,1.97
20150410,0.005049,1.96
20150413,-0.004475,1.94
20150414,0.001618,1.9
20150415,0.005081,1.91
20150416,-0.000811,1.9
20150417,-0.011408,1.87
20150420,0.009185,1.9
20150421,-0.001377,1.92
20150422,0.005124,1.99
20150423,0.002475,1.96
20150424,0.00243,1.93
20150427,-0.004142,1.94
20150428,0.002747,2
20150429,-0.003773,2.06
20150430,-0.010055,2.05
20150501,0.010831,2.12
20150504,0.002882,2.16
20150505,-0.011716,2.19
20150506,-0.004029,2.25
20150507,0.004091,2.18
20150508,0.01338,2.16
20150511,-0.004815,2.28
20150512,-0.00281,2.28
20150513,-0.000103,2.27
20150514,0.010902,2.23
20150515,0.000819,2.14
20150518,0.003104,2.23
20150519,-0.000774,2.27
20150520,-0.000843,2.26
20150521,0.002523,2.19
20150522,-0.002228,2.21
20150526,-0.010319,2.14
20150527,0.009336,2.14
20150528,-0.001115,2.13
20150529,-0.006246,2.12
20150601,0.002189,2.19
20150602,-0.000941,2.27
20150603,0.002344,2.38
20150604,-0.008604,2.31
20150605,-0.001427,2.41
20150608,-0.006372,2.39
20150609,0.00051,2.42
20150610,0.01218,2.5
20150611,0.002003,2.39
20150612,-0.006905,2.39
20150615,-0.004626,2.36
20150616,0.005804,2.32
20150617,0.002029,2.32
20150618,0.009846,2.35
20150619,-0.005333,2.26
20150622,0.006047,2.37
20150623,0.000747,2.42
20150624,-0.0073,2.38
20150625,-0.002942,2.4
20150626,-0.00017,2.49
20150629,-0.020733,2.33
20150630,0.002715,2.35
20150701,0.007103,2.43
20150702,-0.000255,2.4
20150706,-0.00379,2.3
20150707,0.006243,2.27
20150708,-0.016269,2.22
20150709,0.002294,2.32
20150710,0.012365,2.42
20150713,0.011254,2.44
20150714,0.004466,2.41
20150715,-0.00092,2.36
20150716,0.008094,2.36
20150717,0.001293,2.34
20150720,0.000878,2.38
20150721,-0.004271,2.35
20150722,-0.002211,2.33
20150723,-0.005694,2.28
20150724,-0.010448,2.27
20150727,-0.005735,2.23
20150728,0.012287,2.26
20150729,0.007463,2.29
20150730,0.000173,2.28
20150731,-0.002188,2.2
20150803,-0.002674,2.16
20150804,-0.002135,2.23
20150805,0.003722,2.28
20150806,-0.007521,2.23
20150807,-0.003013,2.18
20150810,0.012667,2.24
20150811,-0.009154,2.15
20150812,0.001136,2.14
20150813,-0.001209,2.19
20150814,0.003978,2.2
20150817,0.005274,2.16
20150818,-0.002598,2.2
20150819,-0.008168,2.12
20150820,-0.020963,2.09
20150821,-0.031656,2.05
20150824,-0.039372,2.01
20150825,-0.013371,2.12
20150826,0.039178,2.18
20150827,0.024267,2.18
20150828,0.000638,2.19
20150831,-0.008319,2.21
20150901,-0.029419,2.17
20150902,0.018473,2.2
20150903,0.001312,2.18
20150904,-0.015208,2.13
20150908,0.025441,2.2
20150909,-0.013809,2.21
20150910,0.005224,2.23
20150911,0.00492,2.2
20150914,-0.004017,2.18
20150915,0.012701,2.28
20150916,0.008801,2.3
20150917,-0.002355,2.21
20150918,-0.016077,2.13
20150921,0.00461,2.2
20150922,-0.01232,2.14
20150923,-0.002029,2.16
20150924,-0.003418,2.13
20150925,-0.000514,2.17
20150928,-0.025484,2.1
20150929,0.001182,2.05
20150930,0.019174,2.06
20151001,0.002083,2.05
20151002,0.014534,1.99
20151005,0.018311,2.07
20151006,-0.003618,2.05
20151007,0.008414,2.08
20151008,0.008755,2.12
20151009,0.000816,2.12
20151012,0.001286,2.08
20151013,-0.0067,2.06
20151014,-0.005229,1.99
20151015,0.014745,2.04
20151016,0.004642,2.04
20151019,0.000199,2.04
20151020,-0.001494,2.08
20151021,-0.005683,2.04
20151022,0.01655,2.04
20151023,0.010927,2.09
20151026,-0.001801,2.07
20151027,-0.002522,2.05
20151028,0.011773,2.1
20151029,-0.00033,2.19
20151030,-0.004718,2.16
20151102,0.011687,2.2
20151103,0.002679,2.23
20151104,-0.00309,2.25
20151105,-0.000744,2.26
20151106,-0.000296,2.34
20151109,-0.009597,2.36
20151110,0.001874,2.32
20151111,-0.003284,2.32
20151112,-0.013719,2.32
20151113,-0.011285,2.28
20151116,0.01516,2.27
20151117,-0.000952,2.25
20151118,0.016253,2.27
20151119,-0.00108,2.24
20151120,0.00393,2.26
20151123,-0.001019,2.25
20151124,0.001202,2.24
20151125,0.000107,2.23
20151127,0.000756,2.22
20151130,-0.004752,2.21
20151201,0.010733,2.15
20151202,-0.010711,2.18
20151203,-0.014242,2.33
20151204,0.020367,2.28
20151207,-0.006789,2.23
20151208,-0.006288,2.24
20151209,-0.00769,2.22
20151210,0.002337,2.24
20151211,-0.019273,2.13
20151214,0.004951,2.23
20151215,0.010446,2.28
20151216,0.01469,2.3
20151217,-0.014958,2.24
20151218,-0.017558,2.19
20151221,0.007889,2.2
20151222,0.008941,2.24
20151223,0.012446,2.27
20151224,-0.001635,2.25
20151228,-0.002082,2.24
20151229,0.010906,2.32
20151230,-0.007063,2.31
20151231,-0.009432,2.27
20160104,-0.01519,2.24
20160105,0.002134,2.25
20160106,-0.012566,2.18
20160107,-0.023433,2.16
20160108,-0.010898,2.13
20160111,0.001055,2.17
20160112,0.007732,2.12
20160113,-0.02505,2.08
20160114,0.016641,2.1
20160115,-0.021666,2.03
20160119,0.000584,2.06
20160120,-0.011584,2.01
20160121,0.0054,2.02
20160122,0.020313,2.07
20160125,-0.015346,2.03
20160126,0.014103,2.01
20160127,-0.010767,2.02
20160128,0.005788,2
20160129,0.024522,1.94
20160201,-0.000353,1.97
20160202,-0.018668,1.87
20160203,0.004892,1.88
20160204,0.001674,1.87
20160205,-0.018422,1.86
20160208,-0.014243,1.75
20160209,-0.000563,1.74
20160210,0.000266,1.71
20160211,-0.011937,1.63
20160212,0.019407,1.74
20160216,0.016835,1.78
20160217,0.016645,1.81
20160218,-0.004807,1.75
20160219,0.000267,1.76
20160222,0.014514,1.77
20160223,-0.012146,1.74
20160224,0.004498,1.75
20160225,0.011663,1.71
20160226,-0.001763,1.76
20160229,-0.008096,1.74
20160301,0.023751,1.83
20160302,0.004158,1.84
20160303,0.003601,1.83
20160304,0.003277,1.88
20160307,0.000897,1.91
20160308,-0.010939,1.83
20160309,0.00514,1.9
20160310,0.00021,1.93
20160311,0.016578,1.98
20160314,-0.001083,1.97
20160315,-0.001833,1.97
20160316,0.00577,1.94
20160317,0.006394,1.91
20160318,0.004326,1.88
20160321,0.001002,1.92
20160322,-0.000758,1.94
20160323,-0.006336,1.88
20160324,-0.000324,1.91
20160328,0.000579,1.89
20160329,0.008996,1.81
20160330,0.004496,1.83
20160331,-0.00203,1.78
20160401,0.006388,1.79
20160404,-0.003057,1.78
20160405,-0.010146,1.73
20160406,0.01086,1.76
20160407,-0.011989,1.7
20160408,0.002779,1.72
20160411,-0.002805,1.73
20160412,0.009758,1.79
20160413,0.010088,1.77
20160414,0.000234,1.8
20160415,-0.000876,1.76
20160418,0.006639,1.78
20160419,0.002914,1.79
20160420,0.000738,1.85
20160421,-0.005231,1.88
20160422,0.00002,1.89
20160425,-0.001656,1.91
20160426,0.001775,1.94
20160427,0.00174,1.87
20160428,-0.00914,1.84
20160429,-0.004948,1.83
20160502,0.007958,1.88
20160503,-0.008675,1.81
20160504,-0.0056,1.79
20160505,0.000095,1.76
20160506,0.003474,1.79
20160509,0.000921,1.77
20160510,0.012501,1.77
20160511,-0.009117,1.73
20160512,0.000048,1.75
20160513,-0.008524,1.71
20160516,0.009907,1.75
20160517,-0.009345,1.76
20160518,0.000047,1.87
20160519,-0.003166,1.85
20160520,0.006168,1.85
20160523,-0.002063,1.84
20160524,0.013685,1.86
20160525,0.006974,1.87
20160526,-0.000039,1.83
20160527,0.004409,1.85
20160531,-0.000821,1.84
20160601,0.001266,1.85
20160602,0.002911,1.81
20160603,-0.002827,1.71
20160606,0.004856,1.73
20160607,0.001246,1.72
